"product_sku","design_number","stock_quantity","category","size","color"
BTM021-M,BTM021,63,Pant,M,Navy Blue
JNE3750-KR-S,JNE3750,29,Kurta,S,Navy Blue
JNE3521-KR-XL,JNE3521,3,Kurta,XL,Turquoise
SET232-KR-PP-L,SET232,13,Kurta Set,L,Pink
J0133-KR-S,J0133,3,Kurta,S,Maroon
MEN5032-KR-M,MEN5032,3,Kurta,M,Blue
AN201-RED-S,AN201,3,Leggings,S,Red
JNE3771-KR-XL,JNE3771,51,Kurta,XL,Maroon
J0182-SET-XXL,J0182,1,Kurta Set,XXL,Off White
MEN5032-KR-XL,MEN5032,2,Kurta,XL,Blue
SET117-KR-NP-XS,SET117,1,Set,XS,Blue
JNE3649-TP-XXL,JNE3649,2,Top,XXL,Black
J0284-SKD-S,J0284,5,Kurta Set,S,Sky Blue
JAN8637-KR-NP-M,JAN8637,9,Set,M,Burgundy
JNE3706-DR-XL,JNE3706,5,Dress,XL,Cream
JNE3666-TP-S,JNE3666,3,Top,S,Beige
J0113-TP-M,J0113,79,Top,M,Blue
JNE2205-KR-467-XXL,JNE2205,7,Kurta,XXL,Light Green
J0351-SET-XS,J0351,20,Set,XS,Cream
JNE3707-DR-XS,JNE3707,40,Dress,XS,Cream
JNE3291-KR-XXXL,JNE3291,140,Kurta,XXXL,Light Green
JNE3714-KR-XS,JNE3714,26,Kurta,XS,Teal Green
SET229-KR-PP-XXXL,SET229,29,Kurta Set,XXXL,Mauve
JNE3559-KR-XL,JNE3559,21,Kurta,XL,Grey
SAR156,SAR156,25,Saree,FREE,Yellow
JNE3669-TU-XXL,JNE3669,3,Tunic,XXL,Blue
J0398-DR-M,J0398,2,Dress,M,Wine
J0103-SKD-XXXL,J0103,27,Kurta Set,XXXL,Yellow
BTM051-SHA-XXL,BTM051,35,Sharara,XXL,Black
JNE3464-KR-XL,JNE3464,6,Kurta,XL,Teal
J0224-SKD-S,J0224,62,Set,S,Pink
SET229-KR-PP-S,SET229,36,Kurta Set,S,Mauve
SET098-KR-PP-XXL,SET098,16,Kurta Set,XXL,Navy Blue
SET199-KR-NP-XL,SET199,5,Kurta Set,XL,Peach
JNE3253-KR-XXL,JNE3253,19,Kurta,XXL,Black
JAN8606-TP-XXL,JAN8606,5,Top,XXL,Red
NW006-ST-SR-M,NW006,27,Night Wear,M,Beige
JNE3623-KR-XXXL,JNE3623,8,Kurta,XXXL,Green
JNE3670-TU-XL,JNE3670,4,Tunic,XL,White
JNE3625-DR-XL,JNE3625,8,Dress,XL,Peach
JNE3603-KR-L,JNE3603,8,Kurta,L,Wine
J0315-KR-M,J0315,2,Kurta,M,Grey
BL092-S,BL092,13,Blouse,S,Blue
JNE3743-TP-XXL,JNE3743,21,Top,XXL,Light Green
JNE3843-KR-M,JNE3843,13,Kurta,M,Green
JNE3522-KR-L,JNE3522,18,Kurta,L,Peach
SET034-KR-NP-XXXL,SET034,1,Kurta Set,XXXL,Pink
JNE3400-KR-M,JNE3400,2,Kurta,M,Brown
J0339-DR-M,J0339,12,Dress,M,Green
J0157-DR-S,J0157,51,Dress,S,Black
JNE3871-KR-XXXL,JNE3871,76,Kurta,XXXL,Yellow
JAN8677-KR-XL,JAN8677,18,Kurta,XL,Sea Green
JNE3535-KR-L,JNE3535,2,Kurta,L,Turquoise
JNE3468-KR-L,JNE3468,200,Kurta,L,Teal
BTM051-SHA-M,BTM051,30,Sharara,M,Black
J0382-SKD-XXL,J0382,20,Set,XXL,Grey
JNE3565-KR-M,JNE3565,5,Kurta,M,Brown
JAN8620-KR-M,JAN8620,3,Kurta,M,Sky Blue
JNE3363-KR-1032-XXL,JNE3363,158,Kurta,XXL,Dark Blue
J0398-DR-S,J0398,3,Dress,S,Wine
JNE3796-KR-S,JNE3796,6,Kurta,S,Peach
JNE3716-KR-XXXL,JNE3716,129,Kurta,XXXL,Teal
JNE3897-KR-XXL,JNE3897,30,Kurta,XXL,Rust
J0417-TP-XS,J0417,19,Top,XS,Sea Green
J0399-DR-S,J0399,3,Dress,S,Rust
JNE3847-KR-XXL,JNE3847,5,Kurta,XXL,Teal Green
JAN8680-KR-XXL,JAN8680,1,Kurta,XXL,Blue
JNE3611-KR-XXL,JNE3611,98,Kurta,XXL,Black
NW015-TP-PJ-L,NW015,2,Night Wear,L,Grey
J0354-KR-XXXL,J0354,1,Kurta,XXXL,Pink
JNE3638-KR-L,JNE3638,58,Kurta,L,Orange
J0320-KR-M,J0320,2,Kurta,M,Black
JNE3482-KR-XXXL,JNE3482,1,Kurta,XXXL,Powder Blue
SET461-KR-NP-XXL,SET461,74,Set,XXL,Peach
J0224-SKD-M,J0224,46,Set,M,Pink
JNE3763-KR-L,JNE3763,13,Kurta,L,Teal
SET191-KR-PP-L,SET191,1,Kurta Set,L,Navy Blue
SET306-KR-PP-XXXL,SET306,23,Kurta Set,XXXL,Green
J0307-TP-XS,J0307,2,Top,XS,Multicolor
NW004-TP-PJ-S,NW004,56,Night Wear,S,Navy Blue
JNE2270-KR-487-XXL,JNE2270,949,Kurta,XXL,Beige
AN203-MAROON-S,AN203,2,Leggings,S,Maroon
J0089-TP-XS,J0089,5,Crop Top,XS,Pink
SET228-KR-PP-S,SET228,6,Kurta Set,S,Yellow
JNE3427-KR-XXL,JNE3427,3,Kurta,XXL,Grey
SET330-KR-PP-XXL,SET330,28,Kurta Set,XXL,Green
J0380-SKD-M,J0380,16,Set,M,Pink
J0147-SET-M,J0147,3,Kurta Set,M,Teal
SET187-KR-DH-XS,SET187,102,Kurta Set,XS,Peach
JNE3416-KR-XXL,JNE3416,32,Kurta,XXL,Brown
JNE2171-KR-437-S,JNE2171,92,Kurta,S,White
J0179-KR-XXL,J0179,7,Kurta,XXL,Multicolor
SET307-KR-DPT-XXXL,SET307,29,Kurta Set,XXXL,Grey
JAN8608-KR-XXL,JAN8608,4,Kurta,XXL,Beige
J0038-DR-XL,J0038,1,Dress,XL,Peach
JNE3485-KR-XXXL,JNE3485,21,Kurta,XXXL,Grey
JNE3356-KR-XXL,JNE3356,48,Kurta,XXL,Yellow
JNE3427-KR-L,JNE3427,3,Kurta,L,Grey
J0337-TP-XXL,J0337,46,Top,XXL,Mustard
BL101-M,BL101,3,Blouse,M,Grey
AN212-WHITE-L,AN212,11,Leggings,L,White
SET055-KR-NP-XL,SET055,68,Kurta Set,XL,Pink
J0385-KR-M,J0385,5,Kurta,M,Red
AN209-BIEGE-XXL,AN209,3,Leggings,XXL,Beige
SET461-KR-NP-XL,SET461,74,Set,XL,Peach
J0118-TP-S,J0118,41,Top,S,Red
JNE3734-KR-S,JNE3734,52,Kurta,S,Sky Blue
JNE3821-KR-XL,JNE3821,2,Kurta,XL,Sea Green
JNE3613-KR-XXXL,JNE3613,609,Kurta,XXXL,Teal
JNE3480-KR-M,JNE3480,6,Kurta,M,Pink
J0430-DR-L,J0430,70,Dress,L,Sea Green
JNE3450-KR-M,JNE3450,7,Kurta,M,Pink
JNE3609-KR-S,JNE3609,7,Kurta,S,White
JNE2100-KR-144-XXXL,JNE2100,13,Kurta,XXXL,Teal
JNE3765-KR-S,JNE3765,112,Kurta,S,Mustard
J0247-SKD-S,J0247,29,Kurta Set,S,Teal
BTM049-SHA-XL,BTM049,25,Sharara,XL,Teal Blue
SET291-KR-PP-L,SET291,6,Kurta Set,L,Teal
NW032-ST-CP-M,NW032,24,Night Wear,M,White
J0036-TP-M,J0036,1,Top,M,Grey
J0014-LCD-L,J0014,28,Lehenga Choli,L,Mustard
JNE3745-KR-XS,JNE3745,4,Kurta,XS,Teal Green
JAN8618-DR-XL,JAN8618,7,Dress,XL,Blue
JNE3574-KR-S,JNE3574,4,Kurta,S,Light Green
J0279-SET-XL,J0279,13,Kurta Set,XL,Light Green
SET280-KR-PP-XXL,SET280,2,Kurta Set,XXL,Pink
SET402-KR-NP-XS,SET402,61,Set,XS,Sea Green
J0248-KR-DPT-XS,J0248,15,Kurta Set,XS,Orange
BL096-L,BL096,2,Blouse,L,Beige
JNE3432-KR-S,JNE3432,5,Kurta,S,Red
JNE3861-DR-M,JNE3861,1,Dress,M,Red
JNE3820-KR-XXXL,JNE3820,2,Kurta,XXXL,Green
SET448-KR-PP-M,SET448,79,Set,M,Dark Blue
JNE3460-KR-S,JNE3460,60,Kurta,S,Maroon
JNE3437-KR-XXXL,JNE3437,122,Kurta,XXXL,Mustard
J0240-SKD-S,J0240,7,Kurta Set,S,Off White
NW031-TP-PJ-XS,NW031,41,Night Wear,XS,Cream
JNE3364-KR-1051-XS,JNE3364,169,Kurta,XS,Light Green
JNE3620-KR-S,JNE3620,21,Kurta,S,Magenta
JNE3461-KR-XS,JNE3461,80,Kurta,XS,Teal
JNE3625-DR-L,JNE3625,5,Dress,L,Peach
JNE3565-KR-XS,JNE3565,16,Kurta,XS,Brown
BL073-85BLACK,BL073,48,Blouse,FREE,Black
JNE3553-KR-XXL,JNE3553,25,Kurta,XXL,Navy Blue
J0104-KR-XXL,J0104,3,Kurta,XXL,Indigo
J0338-DR-XS,J0338,146,Dress,XS,Mustard
SAR136,SAR136,6,Saree,FREE,Navy Blue
JNE3291-KR-XL,JNE3291,81,Kurta,XL,Light Green
SET232-KR-PP-XXL,SET232,2,Kurta Set,XXL,Pink
J0164-DR-XXL,J0164,4,Dress,XXL,Orange
MEN5031-KR-S,MEN5031,14,Kurta,S,Maroon
JNE3489-KR-S,JNE3489,114,Kurta,S,Maroon
SET203-KR-DPT-S,SET203,16,Kurta Set,S,Maroon
JNE3800-KR-S,JNE3800,13,Kurta,S,Mustard
JNE3431-KR-XXL,JNE3431,5,Kurta,XXL,Maroon
JNE3395-KR-XS,JNE3395,20,Kurta,XS,Light Green
J0281-SKD-L,J0281,86,Kurta Set,L,Light Brown
J0382-SKD-XXXL,J0382,22,Set,XXXL,Grey
PJNE1906-KR-6XL,PJNE1906,55,Kurta,"6XL",Black
SET199-KR-NP-XXXL,SET199,21,Kurta Set,XXXL,Peach
JNE3469-KR-XXL,JNE3469,1,Kurta,XXL,Grey
JNE3839-KR-S,JNE3839,65,Kurta,S,Rust
JNE3782-KR-XXXL,JNE3782,71,Kurta,XXXL,Green
AN209-BIEGE-M,AN209,7,Leggings,M,Beige
SAR027,SAR027,3,Saree,FREE,Mauve
JNE3837-KR-XL,JNE3837,19,Kurta,XL,Black
JNE3424-KR-S,JNE3424,11,Kurta,S,Blue
J0205-TP-XXL,J0205,6,Top,XXL,Peach
JNE3398-KR-XS,JNE3398,7,Kurta,XS,Yellow
JAN8643-KR-L,JAN8643,12,Kurta,L,Teal
SET185-KR-NP-S,SET185,39,Kurta Set,S,Mustard
JNE3623-KR-S,JNE3623,2,Kurta,S,Green
BTM026-NP-M,BTM026,6,Pant,M,Red
J0136-KR-S,J0136,49,Kurta,S,Black
NW027-TP-PJ-L,NW027,2,Night Wear,L,Pink
J0261-KR-XXL,J0261,1,Kurta,XXL,Black
JNE3556-KR-S,JNE3556,14,Kurta,S,Grey
SET413-KR-NP-XL,SET413,11,Set,XL,Navy Blue
J0296-DR-M,J0296,2,Dress,M,Off White
SET303-KR-NP-XS,SET303,47,Kurta Set,XS,Teal
J0079-SKD-S,J0079,49,Kurta Set,S,Pink
BTM003-L,BTM003,32,Pant,L,Maroon
JNE3842-KR-L,JNE3842,27,Kurta,L,Green
JNE3638-KR-S,JNE3638,28,Kurta,S,Orange
J0008-SKD-XS,J0008,161,Kurta Set,XS,Mustard
SET313-KR-NP-S,SET313,14,Set,S,White
JNE3257-KR-M,JNE3257,9,Kurta,M,Magenta
JNE3857-KR-M,JNE3857,2,Kurta,M,Maroon
SAR076,SAR076,3,Saree,FREE,Red
JNE3459-KR-XXXL,JNE3459,5,Kurta,XXXL,Navy Blue
SET302-KR-PP-XXL,SET302,17,Set,XXL,Sky Blue
JNE3715-KR-M,JNE3715,63,Kurta,M,Yellow
JNE3907-KR-XXL,JNE3907,70,Kurta,XXL,Navy Blue
JNE3674-TU-S,JNE3674,12,Top,S,Black
BL097-XS,BL097,9,Blouse,XS,Maroon
JNE3793-KR-XS,JNE3793,75,Kurta,XS,Maroon
BTM036-PP-L,BTM036,3,Palazzo,L,Red
SET271-KR-NP-XXXL,SET271,3,Kurta,XXXL,Green
SET338-KR-NP-XXL,SET338,13,Kurta Set,XXL,Maroon
JNE3757-KR-XS,JNE3757,5,Kurta,XS,Light Green
J0105-KR-M,J0105,3,Dress,M,Off White
JNE3668-TP-XL,JNE3668,2,Top,XL,Maroon
JNE3619-KR-S,JNE3619,24,Kurta,S,Black
JNE3256-KR-XL,JNE3256,87,Kurta,XL,Blue
SET116-KR-NP-XL,SET116,3,Kurta Set,XL,Yellow
JNE3385-KR-L,JNE3385,25,Kurta,L,Mustard
SET240-KR-PP-XXL,SET240,10,Kurta Set,XXL,Yellow
SET194-KR-NP-XS,SET194,114,Kurta Set,XS,Mustard
JAN8625-KR-XL,JAN8625,2,Kurta,XL,Black
J0375-SKD-L,J0375,35,Set,L,Cream
SAR163,SAR163,25,Saree,FREE,Green
J0288-KR-L,J0288,2,Kurta,L,Grey
J0198-TP-XS,J0198,4,Top,XS,Navy Blue
SET247-KR-SHA-L,SET247,5,Kurta Set,L,Teal
JNE3376-KR-L,JNE3376,7,Kurta,L,Mustard
J0306-DR-M,J0306,5,Dress,M,Red
J0370-SKD-XXL,J0370,55,Kurta Set,XXL,Maroon
NW031-TP-PJ-XL,NW031,3,Night Wear,XL,Cream
JAN8642-TP-L,JAN8642,2,Top,L,Yellow
SET363-KR-NP-XXXL,SET363,4,Set,XXXL,Pink
JNE3680-TU-M,JNE3680,106,Tunic,M,Grey
AN209-BIEGE-XL,AN209,3,Leggings,XL,Beige
SET227-KR-PP-M,SET227,6,Kurta Set,M,Pink
J0205-TP-XL,J0205,4,Top,XL,Peach
JNE3408-KR-L,JNE3408,42,Kurta,L,Black
JNE3616-KR-XS,JNE3616,5,Kurta,XS,Maroon
BTM029-NP-L,BTM029,2,Pant,L,Beige
JNE3810-KR-XS,JNE3810,37,Kurta,XS,Black
JNE3676-TU-L,JNE3676,79,Tunic,L,Red
JNE3623-KR-XS,JNE3623,6,Kurta,XS,Green
J0098-TP-M,J0098,4,Top,M,Mustard
JNE3838-KR-XXL,JNE3838,2,Kurta,XXL,Black
J0083-KR-S,J0083,59,Kurta,S,Mustard
J0370-SKD-XXXL,J0370,35,Kurta Set,XXXL,Maroon
JNE3567-KR-XL,JNE3567,336,Kurta,XL,Blue
JNE3690-TU-XS,JNE3690,105,Tunic,XS,Maroon
NW039-TP-SR-XS,NW039,7,Night Wear,XS,Yellow
BL053-153GOLD,BL053,20,Blouse,FREE,Gold
JNE3895-TP-S,JNE3895,67,Top,S,Beige
JNE3735-KR-XS,JNE3735,65,Kurta,XS,Beige
JNE3568-KR-XL,JNE3568,94,Kurta,XL,Yellow
MEN5029-KR-L,MEN5029,24,Kurta,L,Blue
SET251-KR-PP-XL,SET251,32,Kurta,XL,Cream
JNE3885-KR-XXXL,JNE3885,36,Kurta,XXXL,Cream
J0379-SKD-XXXL,J0379,24,Set,XXXL,Green
JNE3253-KR-L,JNE3253,21,Kurta,L,Black
J0057-DR-XS,J0057,18,Dress,XS,Green
JNE3792-KR-XXXL,JNE3792,14,Kurta,XXXL,Green
JNE2251-KR-537-S,JNE2251,1,Kurta,S,Peach
JNE2170-KR-436-XL,JNE2170,56,Kurta,XL,Black
JNE3364-KR-1051-XXXL,JNE3364,156,Kurta,XXXL,Light Green
J0240-SKD-XS,J0240,41,Kurta Set,XS,Off White
SET333-KR-DPT-S,SET333,4,Kurta Set,S,Teal
SET392-KR-NP-XS,SET392,4,Set,XS,Peach
JNE3691-TU-L,JNE3691,9,Tunic,L,Maroon
SET440-KR-PP-S,SET440,64,Set,S,Maroon
MEN5017-KR-XL,MEN5017,4,Kurta,XL,Black
JNE3816-KR-XXXL,JNE3816,4,Kurta,XXXL,Sea Green
J0119-TP-XXXL,J0119,186,Top,XXXL,Mustard
J0331-KR-S,J0331,50,Kurta,S,Purple
SET270-KR-PP-XXL,SET270,5,Kurta Set,XXL,Green
SET437-KR-PP-XS,SET437,69,Set,XS,Wine
JNE3704-KR-M,JNE3704,19,Kurta,M,Brown
JNE3613-KR-XXL,JNE3613,504,Kurta,XXL,Teal
JNE3670-TU-S,JNE3670,3,Tunic,S,White
JNE3375-KR-M,JNE3375,2,Kurta,M,Black
J0136-KR-XXXL,J0136,48,Kurta,XXXL,Black
SET239-KR-NP-XS,SET239,3,Kurta Set,XS,Off White
JNE3820-KR-M,JNE3820,3,Kurta,M,Green
JNE2288-KR-S,JNE2288,28,Kurta,S,Yellow
JAN8652-KR-NP-S,JAN8652,5,Set,S,Green
J0091-TP-L,J0091,3,Crop Top,L,Red
JNE3875-KR-M,JNE3875,84,Kurta,M,Green
JNE3524-KR-M,JNE3524,26,Kurta,M,Blue
J0140-SET-L,J0140,2,Kurta Set,L,White
JAN8620-KR-S,JAN8620,6,Kurta,S,Sky Blue
J0413-DR-S,J0413,5,Dress,S,Mint Green
JNE3690-TU-XXL,JNE3690,11,Tunic,XXL,Maroon
JNE3253-KR-XL,JNE3253,21,Kurta,XL,Black
J0111-TP-M,J0111,3,Top,M,Green
JAN8663-TP-XL,JAN8663,6,Top,XL,White
SAR028,SAR028,19,Saree,FREE,Grey
JNE3829-KR-M,JNE3829,4,Kurta,M,Brown
JNE3617-KR-XL,JNE3617,45,Kurta,XL,Black
SAR100,SAR100,46,Saree,FREE,Pink
J0232-SKD-XXL,J0232,10,Kurta Set,XXL,Multicolor
JAN8634-KR-NP-L,JAN8634,30,Kurta Set,L,Turquoise
SET116-KR-NP-XXL,SET116,5,Kurta Set,XXL,Yellow
JNE3753-KR-S,JNE3753,17,Kurta,S,Brown
JNE3450-KR-L,JNE3450,6,Kurta,L,Pink
JNE3849-KR-XL,JNE3849,5,Kurta,XL,Navy Blue
BTM056-SHA-L,BTM056,21,Sharara,L,Black
JNE3821-KR-S,JNE3821,4,Kurta,S,Sea Green
JNE3653-TP-M,JNE3653,1,Top,M,Cream
J0264-KR-XL,J0264,1,Kurta,XL,Pink
J0003-SET-M,J0003,7,Kurta Set,M,Mustard
MEN5007-KR-L,MEN5007,30,Kurta,L,Blue
JNE3273-KR-XS,JNE3273,26,Kurta,XS,Maroon
JAN8620-KR-XXL,JAN8620,2,Kurta,XXL,Sky Blue
J0419-TP-L,J0419,34,Top,L,Maroon
JNE3802-KR-XS,JNE3802,46,Kurta,XS,Orange
JNE3625-DR-S,JNE3625,32,Dress,S,Peach
JNE3371-KR-S,JNE3371,3,Kurta,S,Light Green
J0386-KR-XXL,J0386,1,Kurta,XXL,Rust
SET365-KR-NP-L,SET365,7,Set,L,Pink
JNE2294-KR-A-XXXL,JNE2294,4,Kurta,XXXL,Yellow
JNE3904-DR-XL,JNE3904,5,Dress,XL,Light Pink
SET051-KR-NP-XXL,SET051,1,Kurta Set,XXL,Yellow
JNE3605-KR-XS,JNE3605,9,Kurta,XS,Pink
J0283-SET-L,J0283,10,Kurta Set,L,Grey
SET232-KR-PP-XL,SET232,4,Kurta Set,XL,Pink
J0214-TP-XL,J0214,4,Top,XL,Burgundy
PSET268-KR-NP-5XL,PSET268,26,Set,"5XL",Off White
SET236-KR-PP-XXXL,SET236,4,Set,XXXL,Pink
JNE3643-TP-XXL,JNE3643,2,Top,XXL,Cream
JNE3871-KR-XXL,JNE3871,97,Kurta,XXL,Yellow
JNE3709-DR-M,JNE3709,1,Dress,M,Mustard
NW033-ST-CP-XXL,NW033,22,Night Wear,XXL,Yellow
J0289-KR-XXL,J0289,1,Kurta,XXL,Black
J0022-KR-XS,J0022,2,Kurta,XS,Lemon Yellow
SET410-KR-NP-M,SET410,35,Set,M,Green
JAN8676-KR-XXL,JAN8676,3,Kurta,XXL,Mustard
J0179-KR-XS,J0179,18,Kurta,XS,Multicolor
BL109-S,BL109,34,Blouse,S,Gold
JNE2153-KR-278-L,JNE2153,1,Kurta,L,Sea Green
SET253-KR-NP-XS,SET253,13,Kurta Set,XS,Black
AN212-WHITE-XL,AN212,21,Leggings,XL,White
JNE3649-TP-XL,JNE3649,3,Top,XL,Black
JNE2205-KR-467-XXXL,JNE2205,2,Kurta,XXXL,Light Green
J0249-SKD-XXXL,J0249,29,Kurta Set,XXXL,Blue
JNE3469-KR-XXXL,JNE3469,1,Kurta,XXXL,Grey
JNE3429-KR-XXL,JNE3429,13,Kurta,XXL,Light Green
JNE3601-KR-XL,JNE3601,75,Kurta,XL,Light Green
J0233-SKD-XXL,J0233,75,Kurta Set,XXL,Maroon
JNE3761-KR-XXXL,JNE3761,4,Kurta,XXXL,Olive Green
AN210-NAVY-XL,AN210,2,Leggings,XL,Navy Blue
J0178-TP-XXXL,J0178,1,Top,XXXL,Multicolor
JNE3279-KR-XS,JNE3279,3,Kurta,XS,Peach
BL097-XL,BL097,11,Blouse,XL,Maroon
JNE3718-KR-S,JNE3718,205,Kurta,S,Navy Blue
JAN8613-TP-XL,JAN8613,10,Top,XL,White
JNE3446-KR-L,JNE3446,2,Kurta,L,Grey
JNE3799-KR-XL,JNE3799,8,Kurta,XL,Wine
J0298-DR-XS,J0298,1,Kurta,XS,Multicolor
J0291-JS-XXXL,J0291,4,Jumpsuit,XXXL,White
JNE3875-KR-XL,JNE3875,95,Kurta,XL,Green
JNE3567-KR-XXL,JNE3567,295,Kurta,XXL,Blue
BL102-M,BL102,5,Blouse,M,Navy Blue
J0139-KR-XL,J0139,6,Kurta,XL,Navy Blue
SET100-KR-PP-S,SET100,22,Kurta Set,S,Light Green
J0413-DR-XS,J0413,4,Dress,XS,Mint Green
JNE3793-KR-XXXL,JNE3793,5,Kurta,XXXL,Maroon
JNE3273-KR-XL,JNE3273,15,Kurta,XL,Maroon
JNE3773-KR-M,JNE3773,3,Kurta,M,Grey
JNE3487-KR-XS,JNE3487,6,Kurta,XS,Peach
SET461-KR-NP-S,SET461,73,Set,S,Peach
J0254-SKD-XL,J0254,10,Kurta Set,XL,Wine
JNE3887-KR-XXL,JNE3887,48,Kurta,XXL,White
SAR177,SAR177,55,Saree,FREE,Peach
JNE3439-KR-XS,JNE3439,47,Kurta,XS,Blue
BTM027-NP-S,BTM027,37,Pant,S,Green
JNE2307-KR-572-S,JNE2307,2,Kurta,S,Grey
J0099-TP-M,J0099,1,Top,M,Pink
SET398-KR-PP-M,SET398,4,Kurta Set,M,Peach
SET198-KR-NP-S,SET198,4,Kurta Set,S,Pink
JNE3722-KR-M,JNE3722,5,Kurta,M,Navy Blue
SET043-KR-NP-XXXL,SET043,18,Kurta Set,XXXL,Turquoise Blue
SET403-KR-NP-M,SET403,56,Set,M,Green
MEN5017-KR-S,MEN5017,11,Kurta,S,Black
J0421-TP-M,J0421,46,Top,M,Teal
J0119-TP-M,J0119,102,Top,M,Mustard
JNE2145-KR-406-XXXL,JNE2145,3,Kurta,XXXL,Blue
J0345-SET-S,J0345,2,Set,S,Cream
CH204-PURPLE-XXL,CH204,2,Leggings,XXL,Purple
JNE3689-TU-XXXL,JNE3689,15,Tunic,XXXL,Navy Blue
J0429-DR-XL,J0429,48,Dress,XL,Peach
J0199-SET-M,J0199,2,Set,M,Black
JNE3510-KR-XXL,JNE3510,6,Kurta,XXL,Grey
J0159-DR-XL,J0159,3,Dress,XL,Blue
JAN8658-KR-L,JAN8658,13,Kurta,L,Red
JNE3426-KR-M,JNE3426,2,Kurta,M,Turquoise
SET394-KR-NP-L,SET394,2,Set,L,Maroon
JNE3763-KR-S,JNE3763,90,Kurta,S,Teal
JNE3635-KR-M,JNE3635,102,Kurta,M,Maroon
J0390-TP-XXXL,J0390,2,Top,XXXL,Mauve
JNE3654-TP-XS,JNE3654,3,Top,XS,Blue
J0042-DR-S,J0042,2,Dress,S,Turquoise Blue
SET062-KR-SP-M,SET062,3,Kurta Set,M,Black
JNE3908-KR-S,JNE3908,67,Kurta,S,Navy Blue
SET438-KR-NP-XS,SET438,62,Set,XS,Pink
J0436-DR-XXXL,J0436,19,Dress,XXXL,Sky Blue
CH201-RED-XL,CH201,4,Leggings,XL,Red
JNE2171-KR-437-XXXL,JNE2171,1,Kurta,XXXL,White
JNE3733-KR-XL,JNE3733,3,Kurta,XL,Turquoise Blue
JNE3576-KR-S,JNE3576,21,Kurta,S,Black
SET214-KR-DPT-XL,SET214,2,Kurta Set,XL,Mustard
J0110-SKD-XXL,J0110,2,Kurta Set,XXL,Black
JNE3690-TU-S,JNE3690,144,Tunic,S,Maroon
JNE3869-DR-XL,JNE3869,3,Dress,XL,Pink
J0120-TP-XL,J0120,1,Top,XL,Black
SET236-KR-PP-M,SET236,6,Set,M,Pink
JNE3651-TP-XL,JNE3651,3,Top,XL,Maroon
JNE3848-KR-L,JNE3848,6,Kurta,L,Black
CH203-MAROON-XXL,CH203,2,Leggings,XXL,Maroon
J0392-TP-M,J0392,25,Top,M,Rust
SET305-KR-DPT-S,SET305,98,Kurta Set,S,Peach
J0230-SKD-XL,J0230,31,Kurta Set,XL,Blue
SET097-KR-PP-XS,SET097,57,Kurta Set,XS,Mustard
SET342-KR-NP-XXXL,SET342,54,Set,XXXL,Off White
JNE3628-KR-L,JNE3628,3,Kurta,L,Brown
J0130-SET-XL,J0130,2,Kurta Set,XL,Green
JNE3500-KR-M,JNE3500,1,Kurta,M,Grey
JAN8621-DR-S,JAN8621,4,Dress,S,Beige
SET247-KR-SHA-S,SET247,25,Kurta Set,S,Teal
JNE3794-KR-L,JNE3794,75,Kurta,L,Peach
JNE3680-TU-XXL,JNE3680,78,Tunic,XXL,Grey
SET301-KR-PP-XL,SET301,62,Set,XL,Magenta
J0100-DR-XXL,J0100,51,Dress,XXL,Green
JAN8612-KR-NP-M,JAN8612,2,Set,M,Yellow
J0321-KR-M,J0321,2,Kurta,M,Grey
JNE3554-KR-XXL,JNE3554,40,Kurta,XXL,Yellow
SAR151,SAR151,32,Saree,FREE,Green
NW037-TP-SR-XS,NW037,10,Night Wear,XS,Pink
MEN5001-KR-M,MEN5001,38,Kurta,M,Blue
JNE3323-KR-L,JNE3323,3,Kurta,L,Teal
J0432-DR-XXXL,J0432,50,Dress,XXXL,Peach
J0085-TP-L,J0085,3,Crop Top,L,Blue
MEN5003-KR-M,MEN5003,31,Kurta,M,Black
NW023-ST-SR-XXXL,NW023,29,Night Wear,XXXL,Blue
J0245-SKD-S,J0245,27,Kurta Set,S,Off White
NW039-TP-SR-XXL,NW039,9,Night Wear,XXL,Yellow
SET058-KR-NP-XXXL,SET058,65,Kurta Set,XXXL,Teal
BTM059-SK-XL,BTM059,32,Skirt,XL,Off White
JNE3736-KR-XS,JNE3736,10,Kurta,XS,Pink
J0173-DR-XL,J0173,2,Dress,XL,Red
SET330-KR-PP-S,SET330,3,Kurta Set,S,Green
SET228-KR-PP-XS,SET228,46,Kurta Set,XS,Yellow
BTM042-PP-XS,BTM042,55,Palazzo,XS,Mustard
JNE3749-KR-L,JNE3749,6,Kurta,L,Blue
AN210-NAVY-L,AN210,5,Leggings,L,Navy Blue
SET203-KR-DPT-XL,SET203,7,Kurta Set,XL,Maroon
MEN5008-KR-XL,MEN5008,32,Kurta,XL,Blue
JNE3906-KR-S,JNE3906,72,Kurti,S,Navy Blue
J0355-KR-S,J0355,33,Kurta,S,Blue
J0158-DR-L,J0158,43,Dress,L,White
JNE3797-KR-XL,JNE3797,13,Kurta,XL,Green
JNE3428-KR-XS,JNE3428,2,Kurta,XS,Dark Blue
J0112-TP-XS,J0112,5,Top,XS,Green
JNE3556-KR-XXXL,JNE3556,23,Kurta,XXXL,Grey
J0209-DR-XXXL,J0209,32,Dress,XXXL,Blue
J0085-TP-XL,J0085,5,Crop Top,XL,Blue
J0188-KR-M,J0188,2,Kurta,M,Off White
